id_x,id_y
4988,679
5006,5008
5008,5006
5011,4939
5011,5013
5013,4914
5013,5011
5015,4943
5019,599
5021,5023
5023,5021
5031,5410
5031,5686
5053,1464
5055,1301
5056,934
5057,1708
5061,3620
5063,5109
5063,9099
5068,5154
5068,5238
5070,5087
5072,5498
5087,5070
5109,5063
5109,9099
5113,5232
5113,5602
5118,5194
5118,5248
5118,5249
5118,5251
5130,5349
5148,5150
5150,5148
5154,5068
5154,5238
5172,5490
5188,5364
5190,5376
5190,5378
5190,5641
5194,5118
5194,5248
5194,5249
5194,5251
5196,5672
5198,5400
5232,5113
5238,5068
5238,5154
5242,5644
5248,5118
5248,5194
5248,5249
5248,5251
5249,5118
5249,5194
5249,5248
5249,5251
5251,5118
5251,5194
5251,5248
5251,5249
5267,5464
5269,5275
5271,5277
5273,5446
5275,5269
5277,5271
5290,5293
5293,5290
5327,5557
5331,5333
5333,5331
5337,5598
5341,5600
5349,5130
5364,5188
5376,5190
5376,5378
5378,5190
5378,5376
5378,5641
5380,5639
5380,5643
5380,5646
5389,5654
5389,5656
5393,5394
5394,5393
5398,5668
5398,5670
5400,5198
5402,5674
5402,5676
5404,5678
5410,5031
5417,5420
5420,5417
5432,5458
5432,5692
5434,5462
5434,5697
5446,5273
5478,5480
5480,5478
5458,5432
5458,5692
5462,5434
5462,5697
5464,5267
5490,5172
5498,5072
5547,5549
5549,5547
5557,5327
5567,5569
5569,5567
5598,5337
5600,5341
5602,5113
5639,5380
5639,5646
5641,5190
5641,5378
5643,5380
5644,5242
5646,5380
5646,5639
5654,5389
5654,5656
5656,5389
5656,5654
5658,5660
5660,5658
5668,5398
5668,5670
5670,5398
5670,5668
5672,5196
5674,5402
5674,5676
5676,5402
5676,5674
5678,5404
5682,5686
5684,5686
5686,5031
5686,5682
5686,5684
5692,5432
5692,5458
5697,5434
5697,5462
5703,5704
5703,5706
5704,5703
5704,5706
5706,5703
5706,5704
5717,5803
5719,5741
5725,6184
5725,6185
5729,5817
5737,5812
5741,5719
5745,5843
5759,5956
5761,6151
5764,5877
5768,5871
5770,5772
5770,5999
5772,5770
5772,5999
5788,5837
5788,5948
5788,6003
5789,5791
5789,5859
5791,5789
5791,5891
5803,5717
5806,5912
5812,5737
5817,5729
5830,5928
5837,5788
5837,5948
5837,6003
5843,5745
5859,5789
5867,6032
5882,6211
5884,5980
5871,5768
5877,5764
5887,5938
5891,5791
5891,6175
5893,6130
5893,6132
5895,6001
5897,6101
5912,5806
5914,5970
5926,6190
5928,5830
5934,5985
5938,5887
5948,5788
5948,5837
5948,6003
5952,5997
5952,6091
5956,5759
5970,5914
5980,5884
5985,5934
5991,6081
5997,5952
5997,6091
5999,5770
5999,5772
6001,5895
6003,5788
6003,5837
6003,5948
6010,6101
6023,6025
6023,6122
6023,6124
6025,6023
6025,6124
6032,5867
6039,6041
6039,6043
6041,6039
6043,6039
6072,6219
6072,6221
6081,5991
6081,6112
6091,5952
6091,5997
6101,5897
6101,6010
6107,6109
6109,6107
6112,6081
6118,6120
6120,6118
6122,6023
6122,6124
6124,6023
6124,6025
6124,6122
6130,5893
6132,5893
6140,6143
6143,6140
6151,5761
6175,5891
6184,5725
6185,5725
6190,5926
6196,6198
6196,6200
6198,6196
6198,6200
6200,6196
6200,6198
6206,6208
6208,6206
6211,5882
6219,6072
6219,6221
6221,6072
6221,6219
6234,6240
6234,6315
6238,6240
6238,6254
6240,6234
6240,6238
6240,6250
6240,6254
6242,6271
6242,8708
6250,6240
6250,6261
6254,6238
6254,6240
6261,6250
6271,6242
6271,8708
6281,6338
6289,6453
6297,6324
6307,6340
6315,6234
6317,6426
6324,6297
6324,6326
6326,6324
6338,6281
6340,6307
6371,6444
6426,6317
6426,6428
6428,6426
6444,6371
6453,6289
6466,8709
6473,6487
6475,6481
6481,6475
6487,6473
6497,6503
6497,6537
6503,6497
6517,6539
6537,6497
6539,6517
6548,6550
6550,6548
6588,6676
6588,6678
6590,6581
6581,6590
6598,6662
6602,6719
6606,6688
6609,6650
6621,6680
6646,6702
6650,6609
6656,6713
6662,6598
6676,6588
6678,6588
6680,6621
6684,6720
6684,6724
6688,6606
6690,6728
6692,6728
6702,6646
6713,6656
6719,6602
6720,6684
6720,6724
6724,6684
6724,6720
6728,6690
6728,6692
6744,6934
6746,6748
6746,7032
6748,6746
6748,6961
6748,7032
6750,6758
6752,6779
6756,6798
6756,6889
6758,6750
6760,6762
6762,6760
6775,6898
6775,7012
6777,7028
6779,6752
6781,6810
6798,6756
6798,6889
6810,6781
6816,6882
6827,6941
6830,6999
6847,6905
6847,7190
6849,7243
6851,7102
6871,7192
6882,6816
6885,7076
6889,6756
6889,6798
6891,7110
6898,6775
6898,7012
6900,7013
6905,6847
6905,7190
6913,6937
6934,6744
6937,6913
6941,6827
6949,7010
6951,3650
6961,6748
6967,7194
6982,7277
6987,7321
6989,7104
6999,6830
7010,6949
7012,6775
7012,6898
7013,6900
7028,6777
7032,6746
7032,6748
7061,7269
7076,6885
7102,6851
7104,6989
7110,6891
7140,7163
7163,7140
7190,6847
7190,6905
7192,6871
7194,6967
7226,7306
7243,6849
7269,7061
7277,6982
7306,7226
7285,7287
7287,7285
7292,7294
7294,7292
7321,6987
7359,7380
7361,8714
7376,7370
7376,9646
7380,7359
7382,7479
7384,7417
7386,7516
7388,7473
7403,7431
7366,7592
7366,7594
7368,7456
7370,7376
7370,9646
7372,7448
7375,7549
7415,7477
7417,7384
7421,7617
7425,7471
7431,7403
7448,7372
7452,9847
7456,7368
7468,7610
7471,7425
7471,9847
7473,7388
7475,9846
7477,7415
7479,7382
8053,8034
7516,7386
7549,7375
7551,7553
7553,7551
7592,7366
7592,7594
7594,7366
7594,7592
7610,7468
7617,7421
7631,7633
7633,7631
7649,7651
7651,7649
7653,7662
7653,7682
7653,7725
7654,7660
7654,7731
7658,7736
7660,7654
7660,7731
7662,7653
7662,7682
7662,7725
7680,7706
7682,7653
7682,7662
7682,7725
7693,7694
7693,7714
7694,7693
7694,7714
7698,7700
7700,7698
7704,7711
7706,7680
7711,7704
7714,7693
7714,7694
7725,7653
7725,7662
7725,7682
7731,7654
7731,7660
7736,7658
7752,7756
7756,7752
7760,7761
7760,7763
7761,7760
7761,7763
7763,7760
7763,7761
7782,7786
7786,7782
7786,7927
7809,7889
7811,7869
7811,7906
7815,7916
7815,7962
7818,7848
7834,7875
7842,7962
7848,7818
7860,7893
7860,7895
7860,7982
7864,7938
7869,7811
7869,7906
7875,7834
7877,7880
7880,7877
7880,7954
7889,7809
7893,7860
7893,7895
7893,7982
7895,7860
7895,7893
7895,7982
7902,7996
7902,7998
7902,8000
7904,7943
7904,7945
7904,7947
7906,7811
7906,7869
7916,7815
7916,7962
7927,7786
7938,7864
7940,9262
7940,9263
7943,7904
7943,7945
7943,7947
7945,7904
7945,7943
7945,7947
7945,7998
7947,7904
7947,7943
7947,7945
7947,8000
7954,7880
7962,7815
7962,7842
7962,7916
7973,7975
7975,7973
7982,7860
7982,7893
7982,7895
7996,7902
7996,7998
7996,8000
7998,7902
7998,7945
7998,7996
7998,8000
8000,7902
8000,7947
8000,7996
8000,7998
8028,8036
8034,8053
8036,8028
8104,8108
8108,8104
8111,8183
8113,8121
8119,8129
8119,9650
8121,8113
8123,8189
8123,8192
8125,8127
8125,8133
8125,8142
8125,8144
8125,8168
8127,8125
8127,8133
8127,8142
8129,8119
8129,9650
8131,8149
8133,8125
8133,8127
8133,8142
8133,8168
8142,8125
8142,8127
8142,8133
8142,8168
8144,8125
8149,8131
8156,8158
8158,8156
8168,8125
8168,8133
8168,8142
8183,8111
8189,8123
8189,8192
8190,8192
8192,8123
8192,8189
8192,8190
8194,8244
8194,8348
8196,8252
8196,8286
8196,3574
8196,4530
8196,4589
8196,5696
8198,8646
8202,8350
8202,8352
8202,9565
8202,5208
8204,9553
8204,3867
8206,8211
8206,4337
8206,5155
8207,4067
8207,4246
8207,4555
8207,5441
8209,8219
8211,8206
8211,8244
8211,4337
8211,5155
8213,8717
8215,8232
8217,4859
8217,5923
8219,8209
8221,8293
8225,8228
8227,8238
8228,8225
8230,8370
8232,8215
8234,8386
8234,8715
8234,4400
8234,5911
8238,8227
8244,8194
8244,8211
8244,8348
8244,5155
8246,5326
8252,8196
8252,8286
8252,3574
8252,4530
8252,4589
8252,5696
8257,8398
8257,8400
8257,9778
8268,8270
8270,8268
8277,4161
8279,8360
8279,3562
8279,3788
8281,3568
8281,5272
8283,8608
8283,3564
8283,4682
8283,5523
8286,8196
8286,8252
8286,3574
8286,4530
8286,4589
8286,5696
8288,4008
8288,4349
8293,8221
8299,5018
8301,3898
8304,8386
8304,4400
8304,5911
8316,8449
8318,8429
8318,8431
8323,8454
8341,3935
8343,4742
8348,8194
8348,8244
8348,3959
8350,8202
8350,8352
8350,9565
8350,5208
8352,8202
8352,8350
8352,5208
8356,4775
8356,5104
8358,4613
8360,8279
8360,3562
8360,3788
8362,3566
8362,3923
8362,4919
8364,5525
8366,5525
8370,8230
8382,4416
8386,8234
8386,8304
8386,8715
8386,4400
8386,4878
8386,5911
8396,6306
8398,8257
8398,9778
8400,8257
8400,9778
8402,5804
8402,6320
8408,9794
8412,9796
8429,8318
8429,8431
8431,8318
8431,8429
8434,8436
8434,8438
8436,8434
8438,8434
8442,8447
8447,8442
8449,8316
8451,8458
8454,8323
8458,8451
8528,8530
8530,8528
8536,8673
8566,5963
8568,5283
8570,5718
8572,5818
8572,6133
8574,5538
8576,3953
8584,4557
8584,5443
8586,8589
8589,8586
8589,8591
8591,8589
8596,4811
8598,4977
8599,5033
8606,4475
8608,8283
8608,3564
8608,4682
8608,5523
8611,5324
8613,3941
8615,5270
8617,4282
8621,8623
8621,4276
8621,4832
8623,8621
8623,4276
8639,5687
8642,5330
8644,9786
8644,4179
8644,5693
8644,5807
8644,6304
8646,8198
8648,9787
8648,4969
8648,5613
8670,4477
8673,8536
8677,4971
8694,3308
8694,3404
8698,3140
8708,6242
8708,6271
8709,6466
8714,7361
8715,8234
8715,8386
8715,4400
8715,4878
8715,5911
8717,8213
8722,8803
8723,600
8734,1724
8735,7101
8740,3936
8743,4889
8747,8241
8752,1010
8798,247
8801,8802
8802,8801
8803,8722
8820,1093
8815,8816
8816,8815
8817,1051
8817,1160
8834,8839
8839,8834
8913,817
8926,1758
8938,2142
8941,7166
8947,8948
8948,8947
8892,407
8894,526
8894,8911
8895,483
8895,572
8895,8912
8897,8901
8897,8908
8899,364
8901,8897
8901,8905
8902,8906
8905,8901
8905,8908
8906,8902
8908,8897
8908,8905
8910,542
8910,742
8911,526
8911,8894
8912,483
8912,572
8912,8895
8942,7139
8968,9031
8970,1674
8974,3620
8974,3631
8974,8975
8974,8976
8975,3631
8975,8974
8975,8976
8976,3631
8976,8974
8976,8975
9001,219
9002,138
9004,550
9004,576
9004,604
9004,9005
9004,9679
9005,550
9005,576
9005,604
9005,9004
9005,9679
9011,1197
9012,1028
9013,1140
9017,948
9023,3176
9023,3180
9023,3182
9023,3187
9023,9028
9023,9030
9024,3159
9025,3185
9025,3187
9025,9027
9026,3216
9027,3185
9027,9025
9028,3176
9028,3180
9028,3182
9028,3187
9028,9023
9028,9030
9029,3178
9030,3176
9030,3180
9030,3182
9030,3187
9030,9023
9030,9028
9031,8968
9035,1645
9035,1672
9035,9708
9070,7309
9049,7071
9053,7162
9085,2215
9055,7099
9058,7353
9061,7337
9066,7109
9067,7087
9071,7278
9072,7201
9074,7197
9075,7260
9076,7069
9077,7191
9082,7062
9089,8179
9099,5063
9099,5109
9117,228
9117,368
9117,9118
9118,9117
