id_x,id_y
9122,226
9132,9133
9133,9132
9135,9138
9138,9135
9142,2095
9143,7103
9201,9202
9202,9201
9203,3855
9204,3849
9207,4054
9166,7605
9168,2418
9168,8267
9175,9524
9176,131
9191,9255
9212,152
9213,164
9214,264
9216,5050
9219,104
9221,130
9221,9222
9222,130
9222,9221
9262,7940
9262,9263
9263,7940
9263,9262
9255,9191
9265,3822
9266,9293
9270,9317
9270,4603
9272,4957
9273,9357
9273,5512
9275,9405
9275,4731
9275,5003
9277,9327
9277,9389
9277,3840
9277,4700
9277,4767
9278,4908
9280,4090
9282,9290
9283,9290
9283,9291
9283,3780
9283,3823
9283,4212
9284,895
9299,4650
9299,5433
9300,9267
9300,5763
9267,9300
9267,3737
9267,4869
9267,5669
9285,9400
9285,9401
9290,9282
9290,9283
9290,9291
9290,3823
9291,9283
9291,9290
9291,3780
9291,4212
9292,5769
9292,5905
9293,9266
9294,4959
9297,9313
9297,9346
9297,9347
9400,9285
9400,9401
9401,9285
9401,9400
9403,5191
9404,6062
9405,9275
9405,4731
9405,5003
9407,5760
9302,3835
9302,4134
9303,9338
9303,3882
9303,4280
9304,5785
9305,4237
9306,9331
9309,9431
9309,1544
9309,1903
9313,9297
9313,9346
9313,9347
9314,3848
9314,4104
9316,9361
9316,3896
9316,4272
9317,9270
9317,4603
9318,9370
9320,5675
9321,9386
9322,4611
9322,5012
9323,4110
9325,9388
9325,4647
9327,9277
9327,9389
9327,3840
9327,4700
9328,4441
9329,9420
9329,9427
9330,6051
9331,9306
9333,9334
9334,9333
9338,9303
9338,3882
9338,4280
9339,9391
9340,9394
9341,9397
9342,9393
9342,9398
9345,4997
9346,9297
9346,9313
9346,9347
9347,9297
9347,9313
9347,9346
9394,9340
9357,9273
9357,4214
9357,5512
9359,9360
9359,6047
9360,9359
9361,9316
9361,3896
9361,4272
9363,5888
9364,4765
9365,5187
9366,5758
9367,6260
9368,9369
9368,4199
9368,4414
9368,9757
9369,9368
9369,4199
9369,4414
9370,9318
9371,5086
9372,5095
9372,6288
9373,4357
9376,9377
9376,5090
9376,5199
9377,9376
9377,5090
9377,5199
9378,4626
9378,5599
9379,4802
9380,6267
9381,3903
9382,4624
9382,5143
9382,5585
9383,5145
9384,9385
9384,4624
9384,5143
9384,5890
9385,9384
9385,4075
9385,4624
9385,5143
9386,9321
9387,9388
9388,9325
9388,9387
9388,3974
9388,4647
9389,9277
9389,9327
9389,3840
9389,4767
9391,9339
9393,9342
9393,9398
9397,9341
9397,9399
9398,9342
9398,9393
9399,9397
9439,9447
9440,9442
9440,9456
9440,9468
9442,9440
9442,9456
9442,9468
9447,9439
9408,9410
9408,3615
9408,3607
9408,4733
9408,5310
9408,6255
9408,6256
9409,9410
9409,6044
9410,9408
9410,9409
9410,3615
9410,3607
9410,4733
9410,5310
9410,5673
9410,6255
9410,6256
9411,4645
9411,4870
9412,5883
9413,9414
9413,3604
9413,3605
9413,4022
9413,4308
9413,4825
9414,9413
9414,3604
9414,4022
9414,4308
9414,4825
9414,5141
9418,9419
9419,9418
9420,9329
9420,9426
9421,9422
9422,9421
9423,9424
9424,9423
9426,9420
9426,9427
9427,9329
9427,9426
9431,9309
9431,1903
9454,9455
9455,9454
9456,9440
9456,9442
9456,9468
9468,9440
9468,9442
9468,9456
9469,338
9543,2781
9523,7712
9524,9175
9526,7798
9527,2539
9527,2586
9527,7851
9527,8473
9527,8500
9529,9530
9529,9531
9530,9529
9530,9531
9531,9529
9531,9530
9532,2753
9553,8204
9556,4144
9565,8202
9565,8350
9565,5208
9571,9572
9572,9571
9574,9575
9574,5212
9574,6100
9575,9574
9575,5212
9575,6100
9579,509
9581,889
9582,887
9587,1775
9588,2098
9589,1369
9589,9590
9590,1381
9590,9589
9594,6667
9596,2003
9596,2004
9597,6706
9598,1806
9646,7376
9646,7370
9651,3774
9651,6302
9652,3892
9650,8119
9650,8129
9653,268
9655,9663
9656,9663
9656,1323
9658,9680
9659,9228
9661,1347
9663,497
9663,9655
9663,9656
9663,1120
9668,578
9669,1325
9674,756
9674,883
9675,416
9677,1026
9679,550
9679,576
9679,604
9679,9004
9679,9005
9680,9658
9708,1645
9708,1672
9708,9035
9743,3470
9744,3472
9744,9745
9745,3474
9745,9744
9749,3962
9778,8257
9778,8398
9778,8400
9782,9783
9782,6320
9783,9782
9783,6320
9786,8644
9786,4179
9786,5693
9786,5807
9786,6304
9787,8648
9787,4629
9787,4969
9787,5326
9787,5613
9788,9789
9788,9790
9788,6469
9789,9788
9789,9790
9789,5698
9790,9788
9790,9789
9791,9792
9792,9791
9794,8408
9796,8412
9822,1837
9846,7475
9847,7452
9847,7471
9813,6975
9814,6901
9815,6933
9817,1589
9819,1894
9823,6757
9849,1444
9852,344
9856,9857
9856,9858
9857,9856
9857,9858
9858,9856
9858,9857
1,4822
1,25
5,49
7,37
11,27
13,57
15,91
17,33
25,4822
25,1
27,11
33,17
35,8879
37,7
49,5
57,13
59,4860
75,81
81,75
91,15
97,8
99,133
99,178
101,145
101,278
105,151
111,4
113,94
125,74
129,2
131,52
131,9176
134,44
138,9002
144,220
144,202
146,12
148,28
152,9212
154,135
158,167
160,26
164,9213
168,34
174,46
176,157
178,133
178,99
184,40
186,42
192,14
196,227
200,36
202,144
204,153
208,58
210,68
213,149
217,38
219,9001
227,196
231,48
233,58
237,203
252,260
256,304
256,353
256,419
260,252
264,9214
268,9653
278,101
280,195
286,177
296,408
296,486
296,507
296,549
296,579
304,256
304,353
314,70
335,90
341,137
347,201
353,256
353,304
355,373
365,78
367,415
371,76
373,355
394,199
398,417
398,9808
400,451
400,496
408,296
408,579
413,457
415,367
417,398
417,9808
419,256
421,453
421,587
421,9853
427,447
427,471
427,9657
433,479
433,9123
848,846
441,84
447,427
447,471
447,9657
451,400
451,496
453,421
453,587
453,9853
457,413
471,427
471,447
471,9657
479,433
479,9123
486,296
490,617
494,201
496,400
496,451
507,296
509,2601
509,9579
523,114
537,567
541,597
541,712
543,563
547,633
549,296
559,573
563,543
567,537
573,559
579,296
579,408
587,421
587,453
587,9853
597,541
597,712
599,5019
603,605
603,655
605,603
607,657
609,747
611,102
617,490
623,9811
625,9006
629,9584
633,547
635,775
638,706
640,657
646,741
646,765
646,767
646,779
655,603
655,694
655,9008
657,607
657,640
657,708
657,9007
659,710
671,673
671,696
671,716
671,749
673,671
673,696
673,716
673,749
679,4986
679,4988
682,730
682,741
682,763
686,745
686,773
694,655
696,671
696,673
696,716
696,749
706,638
708,657
710,659
712,541
712,597
716,671
716,673
716,696
716,749
730,682
730,763
741,646
741,682
741,765
741,767
741,779
745,686
745,773
747,609
749,671
749,673
749,696
749,716
749,751
751,749
763,682
763,730
765,646
765,741
765,767
765,779
767,646
767,741
767,765
773,686
773,745
775,635
779,646
779,741
779,765
794,796
796,794
846,848
806,8808
814,1058
814,1082
838,840
840,838
842,852
862,299
862,313
862,869
862,908
858,965
865,1170
869,299
869,313
869,862
869,908
873,391
882,968
884,968
884,1362
886,336
886,574
886,1009
852,842
887,9582
889,9581
891,430
893,691
893,1436
895,9284
900,930
902,289
904,334
904,362
904,914
908,307
908,862
908,869
910,912
910,1080
910,1088
912,910
912,1080
912,1088
914,334
914,362
914,904
918,321
920,249
920,261
920,954
922,986
922,1308
926,241
926,938
926,1040
930,900
932,993
932,1205
934,5056
938,241
938,263
938,926
938,976
938,1040
940,281
940,315
940,982
940,1020
946,8824
948,9017
954,249
954,261
954,920
960,393
962,1013
962,1306
964,570
968,882
968,884
976,263
976,386
976,450
976,938
976,1102
976,1122
978,1581
982,281
982,315
982,395
982,940
982,1157
986,922
986,1308
993,932
993,1205
2968,2932
1009,336
1009,574
1009,886
1011,1042
1013,962
1013,1306
1020,281
1020,395
1020,940
1020,1157
1024,1232
1026,9677
1028,9012
1030,1267
1034,1169
1038,342
1040,241
1040,926
1040,938
1042,1011
1044,9506
1046,729
1046,793
1050,380
1050,446
1052,454
1056,1450
1058,814
1058,1082
1306,962
1306,1013
1070,1691
1074,322
1076,616
1078,434
1080,910
1080,912
1080,1088
1082,814
1082,1058
1088,910
1088,912
1088,1080
1092,372
1094,480
1094,520
1096,409
1102,263
1102,386
1102,450
1102,976
1102,1122
1104,546
1106,1300
1108,983
1308,922
1308,986
1120,497
1120,9663
1122,386
1122,450
1122,976
1122,1102
1126,401
1133,813
1135,1281
1135,1819
1149,382
1157,315
1157,395
1157,982
1157,1020
1167,1041
1167,9676
1169,1034
1173,1433
1177,1325
1195,1000
1195,1415
1195,1809
1197,9011
1199,1152
1199,1276
1205,932
1205,993
1209,697
1217,426
1219,1467
1232,1024
1234,1413
1238,1258
1240,1392
1246,961
1250,516
1250,8684
1254,458
1258,1238
1262,1614
1267,1030
1273,9593
1276,1237
1276,1199
1276,1804
1281,1135
1281,1819
1289,1661
1293,8924
1301,5055
1314,963
1316,939
1323,9656
1325,9669
1325,1177
1341,1607
1343,1317
1345,1596
1347,9661
1358,462
1362,884
1364,1488
1364,1918
1366,1923
1378,327
1378,590
1378,1516
1378,1545
1391,829
1391,831
1391,9502
1382,346
1382,438
1382,687
1382,1652
1382,1817
1392,1240
1396,1333
1413,1234
1415,1195
1415,1809
1433,1173
1436,691
1436,893
1438,9019
1444,9849
1450,1056
1452,9129
1452,9130
1460,1650
1464,5053
1467,1219
1478,311
1478,9507
1480,1864
1488,1364
1488,1942
1496,1796
1498,1557
1504,1863
1504,2008
1512,705
1514,1043
1516,397
1516,590
1516,1378
1522,1671
1522,1875
1522,1937
1533,1566
1538,584
1542,1868
1544,9309
1545,327
1545,1378
1547,699
1549,1624
1553,358
1557,1498
1559,1568
1559,9701
1562,1631
1566,1533
1568,1559
1568,9701
1581,978
1592,1873
1596,1345
1586,2036
1586,9861
1607,1341
1609,1921
1614,1262
1620,1745
1624,1549
1624,1832
1631,1562
1648,344
1650,1460
1652,346
1652,438
1652,687
1652,1382
1652,1817
1656,1821
1661,1289
1665,707
1665,825
1671,1522
1671,1937
1687,9723
1689,713
1691,1070
1692,324
1692,1705
1692,1727
1696,530
1705,354
1705,506
1705,1692
1705,1727
1705,2086
1707,2053
1723,9704
1725,487
1727,378
1727,1692
1727,1705
1736,534
1738,1848
1745,1620
1747,1889
1749,456
1751,656
1751,1779
1755,660
1757,9131
1761,502
1761,2010
1767,1788
1767,9514
1775,9587
1779,656
1779,1751
1786,452
1788,1767
1788,9514
1792,2102
1796,1496
1800,487
1804,1083
1804,1276
1809,1195
1809,1415
1817,346
1817,438
1817,687
1817,1382
1817,1652
1819,1135
1819,1281
1821,1656
2337,2579
1832,1624
1842,1863
1842,2008
1848,1738
1863,1504
1863,1842
1864,1480
1868,1542
1868,1950
1873,1592
1875,1522
1875,1937
1881,1980
1881,2060
1887,2002
1889,1747
1893,2108
1895,1968
1899,2064
1903,9309
1903,9431
1918,1364
1918,1942
1921,1609
1923,1366
1925,772
1927,432
1927,721
1927,8687
1929,2007
1937,1522
1937,1671
1937,1875
1942,1488
1942,1918
1950,1868
1952,1980
1952,2060
1968,328
1968,436
1968,1895
1968,1996
1972,662
1978,468
1978,2029
1980,1881
1980,1952
1984,9518
1988,378
1988,2016
1988,2045
1990,9861
1994,330
1994,2020
1994,2032
1996,328
1996,436
1996,1968
2002,1887
2007,1929
2008,1504
2008,1842
2010,502
2010,1761
2012,664
2016,506
2016,1988
2016,2045
2018,2020
2020,1994
2020,2018
2029,468
2029,1978
2032,330
2032,1994
2036,1586
2036,9861
2040,2062
2045,1988
2045,2016
2053,1707
2058,1275
2060,1881
2060,1952
2062,2040
2064,1899
2086,354
2086,506
2086,1705
2094,8934
2096,2102
2096,2117
2096,9861
2098,9588
2102,1792
2102,2096
2108,1893
2117,2096
2117,9861
2125,2129
2127,2157
2129,2125
2147,2167
2151,2214
2151,9726
2157,2127
2182,2229
2167,2147
2177,2222
2177,7414
2236,2130
2236,2136
2236,2138
2236,2258
2236,2395
2206,7457
2214,2151
2218,9724
2220,2222
2222,2177
2222,2220
2229,2182
2231,2234
2232,2251
2234,2231
2238,2242
2242,2238
9495,8778
2246,2250
2246,2391
2250,2246
2250,2391
2251,2232
2256,2398
2258,2130
2258,2136
2258,2138
2258,2236
2258,2395
2268,2298
2280,2319
2294,2361
2298,2268
2298,2356
2300,7599
2303,2387
2309,2109
2309,2134
2309,7225
2311,2432
2315,9603
2319,2280
2327,2436
2341,2367
2341,2471
2343,2404
2345,2134
2345,2164
2345,7225
2352,2425
2356,2298
2361,2294
2367,2341
2367,2471
2371,7632
2382,2665
2384,2529
2387,2303
2391,2246
2391,2250
2395,2130
2395,2136
2395,2138
2395,2236
2395,2258
2397,2559
2398,2256
2404,2343
2407,2444
2414,2614
2425,2352
2432,2311
2434,2480
2436,2327
2444,2407
2456,2624
2456,2663
2458,2687
2464,2507
2471,2341
2471,2367
2480,2434
2482,2598
2484,2630
2484,2689
2484,2691
2495,2572
2507,2464
2520,2659
2522,9169
2527,2538
2529,2384
2538,2527
2559,2397
2572,2495
2579,2337
2587,2600
2587,2636
2593,2618
2707,2644
2598,2482
2600,2587
2614,2414
2618,2593
2624,2456
2624,2663
2630,2484
2630,2689
2630,2691
2636,2587
2644,2707
2647,2672
2659,2520
2663,2456
2663,2624
2665,2382
2672,2647
2677,2693
2681,2683
2683,2681
2687,2458
2689,2484
2689,2630
2689,2691
2691,2484
2691,2630
2691,2689
2693,2677
2711,2713
2713,2711
2723,2814
2743,2874
2752,2984
2762,9181
2765,3080
2767,3017
2771,2889
2778,3026
2780,3117
2800,2848
2802,2810
2810,2802
2814,2723
2845,2869
2848,2800
2867,2900
2869,2845
2874,2743
2885,2918
2889,2771
2900,2867
2918,2885
2918,2920
2918,2928
2920,2918
2920,2928
2928,2918
2928,2920
2932,2968
2946,2948
2948,2946
2962,9174
2980,2989
2980,3030
2980,3043
2982,9173
2984,2752
2989,2980
2989,3030
2989,3043
3015,3071
3015,3096
3015,3100
3015,3102
3015,3115
3015,3121
3017,2767
3026,2778
3030,2980
3030,2989
3030,3043
3043,2980
3043,2989
3043,3030
3053,7872
3071,3015
3071,3096
3071,3100
3071,3102
3071,3115
3071,3121
3080,2765
3096,3015
3096,3071
3096,3100
3096,3102
3096,3115
3096,3121
3100,3015
3100,3071
3100,3096
3100,3102
3100,3115
3100,3121
3102,3015
3102,3071
3102,3096
3102,3100
3102,3115
3102,3121
3115,3015
3115,3071
3115,3096
3115,3100
3115,3102
3115,3121
3117,2780
3119,8056
3121,3015
3121,3071
3121,3096
3121,3100
3121,3102
3121,3115
3866,4898
3535,3543
3543,3535
3552,3585
3558,3689
3562,8279
3562,8360
3562,3788
3564,8283
3564,8608
3564,4682
3564,5523
3566,8362
3566,3806
3566,3923
3566,4919
3568,8281
3568,5272
3570,3572
3570,3675
3570,4039
3572,3570
3572,3675
3574,8196
3574,8252
3574,8286
3574,4530
3574,4589
3574,5696
3577,9625
3581,4316
3583,3590
3583,4516
3583,9620
3585,3552
3585,3594
3585,4334
3585,9613
3590,3583
3590,4516
3590,9620
3615,9408
3615,9410
3615,3607
3615,4733
3615,4735
3615,5310
3615,5673
3615,6255
3615,6256
3617,3630
3619,3658
3619,3761
3619,3842
3628,3638
3630,3617
3594,3585
3594,4334
3594,9613
3596,4538
3598,4261
3598,4694
3600,3660
3600,3662
3600,3674
3604,9413
3604,9414
3604,4022
3604,4308
3604,4825
3605,9413
3607,9408
3607,9410
3607,3615
3607,4733
3607,4735
3607,5310
3607,5673
3607,6044
3607,6255
3607,6256
3609,5310
3611,4112
3634,4549
3638,3628
3645,6037
3645,6253
3649,5318
3652,6069
3654,3698
3654,3701
3654,3719
3654,3816
3656,3691
3658,3619
3658,3670
3658,3761
3658,3842
3660,3600
3660,3662
3660,3674
3660,3687
3662,3600
3662,3660
3662,3674
3664,3694
3664,3725
3666,3955
3670,3658
3670,3842
3672,3681
3674,3600
3674,3660
3674,3662
3675,3570
3675,3572
3675,4039
3677,3768
3677,4266
3679,3683
3679,3749
3681,3672
3683,3679
3687,3660
3687,4184
3687,8977
3689,3558
3691,3656
3694,3664
3694,3725
3696,3756
3698,3654
3698,3701
3698,3719
3698,3816
3701,3654
3701,3698
3701,3719
3703,4157
3705,3712
3710,4593
3712,3705
3719,3654
3719,3698
3719,3701
3719,3858
3719,4125
3725,3664
3725,3694
3728,3752
3728,3874
3735,3888
3737,9267
3737,4869
3737,5669
3739,4165
3749,3679
3749,4184
3750,3837
3750,4032
3750,4098
3750,4207
3750,4989
3752,3728
3756,3696
3758,4291
3761,3619
3761,3658
3761,3842
3763,4052
3767,3833
3767,4264
3767,4370
3767,9758
3767,9762
3768,3677
3768,4266
3770,3825
3774,9651
3774,3796
3774,3953
3774,6302
3778,4096
3778,4479
3780,9283
3780,9291
3780,4212
3782,3949
3782,4131
3788,8279
3788,8360
3788,3562
3790,3876
3796,3774
3796,3953
3796,6302
3798,4372
3798,4518
3800,4460
3804,4255
3806,3566
3806,4919
3812,4573
3816,3654
3816,3698
3816,3858
3822,9265
3823,9283
3823,9290
3825,3770
3833,3767
3833,5116
3833,9762
3835,9302
3835,4134
3835,4909
3837,3750
3837,4032
3840,9277
3840,9327
3840,9389
3840,4700
3840,4767
3842,3619
3842,3658
3842,3670
3842,3761
3848,9314
3848,4104
3850,4108
3850,4622
3854,3905
3856,4591
3858,3719
3858,3816
3860,4159
3864,4660
3867,8204
3867,3968
3867,4712
3874,3728
3876,3790
3880,5225
3882,9303
3882,9338
3882,4280
3886,4819
3888,3735
3890,6437
3892,9652
3892,4555
3896,9316
3896,9361
3896,4272
3898,8301
3903,9381
3905,3854
3915,4758
3919,3925
3919,4159
3923,8362
3923,3566
3923,4919
3925,3919
3925,3965
3929,5181
3929,9751
3935,8341
3941,8613
3943,3987
3943,4690
3949,3782
3949,4131
3951,5010
3951,5591
3953,8576
3953,3774
3953,3796
3953,6302
3955,3666
3959,8348
3959,4050
3965,3925
3965,4159
3967,4004
3968,3867
3968,4712
3972,5465
3974,9388
3987,3943
3987,4616
3987,4690
3987,9758
3989,4001
3989,4783
4001,3989
4001,4783
4004,3967
4008,8288
4008,4349
4010,4083
4012,4819
4016,4932
4018,4599
4018,5078
4022,9413
4022,9414
4022,3604
4022,4308
4022,4825
4022,5141
4026,4133
4028,4235
4032,3750
4032,3837
4032,4098
4032,4207
4032,4989
4034,4142
4034,4361
4039,3570
4039,3675
4050,3959
4052,3763
4053,5575
4067,8207
4067,4246
4067,4555
4067,5441
4253,4223
4075,9385
4075,4624
4075,5143
4075,5890
4108,3850
4108,4622
4110,9323
4112,3611
4083,4010
4083,5291
4090,9280
4096,3778
4096,4479
4098,3750
4098,4032
4104,9314
4104,3848
4125,3719
4125,4540
4125,4633
4131,3782
4131,3949
4133,4026
4134,9302
4134,3835
4142,4034
4142,4216
4142,4361
4144,9556
4157,3703
4159,3860
4159,3919
4159,3965
4161,8277
4165,3739
4173,5241
4175,4853
4179,8644
4179,9786
4179,5693
4179,5807
4179,6304
4184,3687
4184,3749
4186,4188
4186,4987
4188,4186
4188,4987
4190,4915
4194,4355
4194,6040
4199,9368
4199,9369
4199,4414
4205,4564
4207,3750
4207,4032
4212,9283
4212,9291
4212,3780
4214,9357
4216,4142
4221,9633
4223,4253
4225,4524
4227,4584
4235,4028
4237,9305
4246,8207
4246,4067
4246,4555
4246,5441
4255,3804
4261,3598
4261,4694
4264,3767
4264,9758
4264,9762
4266,3677
4266,3768
4266,5969
4272,9316
4272,9361
4272,3896
4276,8621
4276,8623
4278,4308
4280,9303
4280,9338
4280,3882
4282,8617
4289,5964
4291,3758
4293,4571
4302,4628
5033,8599
4308,9413
4308,9414
4308,3604
4308,4022
4308,4278
4308,4825
4314,6090
4316,3581
4318,5119
4318,5469
4321,9623
4323,8987
4332,4430
4334,3585
4334,3594
4334,9613
4337,8206
4337,8211
4337,5155
4349,8288
4349,4008
4353,4841
4355,4194
4357,9373
4361,4034
4361,4142
4365,5700
4367,4562
4367,4631
4370,3767
4370,4616
4370,9758
4370,9762
4372,3798
4372,4518
4383,4729
4387,5779
4387,5781
4396,6064
4398,4609
4398,6288
4400,8234
4400,8304
4400,8386
4400,8715
4400,4878
4400,5911
4414,9368
4414,9369
4414,4199
4414,9757
4416,8382
4430,4332
4441,9328
4447,5165
4447,5220
4447,5967
4458,4971
4458,5796
4460,3800
4462,5418
4475,8606
4477,8670
4479,3778
4479,4096
4481,4618
4493,4985
4500,5915
4510,5712
4512,5117
4516,3583
4516,3590
4516,9620
4518,3798
4518,4372
4524,4225
4530,8196
4530,8252
4530,8286
4530,3574
4530,4589
4530,5696
4536,5039
4538,3596
4540,4125
4542,4985
4546,4847
4546,5292
4546,5560
4548,5133
4549,3634
4551,9763
4555,8207
4555,3892
4555,4067
4555,4246
4555,5441
4557,8584
4557,5443
4562,4367
4562,4631
4564,4205
4571,4293
4573,3812
4584,4227
4589,8196
4589,8252
4589,8286
4589,3574
4589,4530
4589,5696
4591,3856
4593,3710
4597,4668
4599,4018
4599,5078
4603,9270
4603,9317
4609,4398
4609,6288
4611,9322
4611,5012
4613,8358
4616,3987
4616,4370
4616,4690
4618,4481
4618,5117
4622,3850
4622,4108
4624,9382
4624,9384
4624,9385
4624,4075
4624,5143
4624,5890
4626,9378
4626,5599
4628,4302
4629,9787
4629,4969
4629,5326
4629,5613
4631,4367
4631,4562
4631,4633
4633,4125
4633,4631
4637,4671
4637,5638
4639,5287
4639,5289
4641,5992
4643,5361
4645,9411
4647,9325
4647,9388
4650,9299
4650,5433
4652,4710
4656,5619
4660,3864
4668,4597
4671,4637
4671,5638
4673,5671
4682,8283
4682,8608
4682,3564
4682,5523
4690,3943
4690,3987
4690,4616
4690,5116
4694,3598
4694,4261
4700,9277
4700,9327
4700,3840
4700,4767
4710,4652
4712,3867
4712,3968
4712,4830
4716,5939
4729,4383
4731,9275
4731,9405
4731,5003
4733,9408
4733,9410
4733,3615
4733,3607
4733,5310
4733,5673
4733,6255
4733,6256
4735,3615
4735,3607
4738,4915
4742,8343
4756,4843
4756,5853
4758,3915
4765,9364
4767,9277
4767,9389
4767,3840
4767,4700
4771,5589
4771,5679
4775,8356
4775,5104
4777,5931
4783,3989
4783,4001
4811,8596
4813,5037
4813,8986
4785,9759
4802,9379
4804,4965
4819,3886
4819,4012
4825,9413
4825,9414
4825,3604
4825,4022
4825,4308
4830,4712
4832,8621
4841,4353
4843,4756
4843,5853
4847,4546
4847,5292
4847,5560
4853,4175
4859,8217
4859,5923
4869,9267
4869,3737
4869,5669
4870,9411
4878,8386
4878,8715
4878,4400
4878,5911
4878,5915
4886,5917
4898,3866
4900,6142
4908,9278
4909,3835
4915,4190
4915,4738
4919,8362
4919,3566
4919,3806
4919,3923
4926,5338
4930,5340
4932,4016
4954,5898
4957,9272
4959,9294
4963,6074
4965,4804
4967,5322
4969,8648
4969,9787
4969,4629
4969,5326
4969,5613
4971,8677
4971,4458
4971,5796
4977,8598
4985,4493
4985,4542
4987,4186
4987,4188
4989,3750
4989,4032
4997,9345
4999,6037
4999,6253
5001,5250
5003,9275
5003,9405
5003,4731
5010,3951
5012,9322
5012,4611
5018,8299
5024,5811
5037,4813
5037,8986
5039,4536
5043,8980
5046,5336
5046,6142
5050,9216
5074,5548
5076,5346
5078,4018
5078,4599
5086,9371
5090,9376
5090,9377
5090,5199
5093,6290
5095,9372
5095,6288
5104,8356
5104,4775
5116,3833
5116,4690
5117,4512
5117,4618
5117,9630
5119,4318
5119,5469
5121,5405
5125,5855
5131,5661
5133,4548
5135,6233
5139,6258
5141,9414
5141,4022
5143,9382
5143,9384
5143,9385
5143,4075
5143,4624
5143,5890
5145,9383
5155,8206
5155,8211
5155,8244
5155,4337
5157,6465
5165,4447
5165,5220
5165,5967
5169,5973
5173,5411
5181,3929
5181,9751
5187,9365
5191,9403
5193,6450
5199,9376
5199,9377
5199,5090
5204,5605
5208,8202
5208,8350
5208,8352
5208,9565
5210,5449
5212,9574
5212,9575
5212,6100
5220,4447
5220,5165
5220,5967
5225,3880
5230,5994
5239,6410
5241,4173
5250,5001
5258,6433
5270,8615
5272,8281
5272,3568
5495,6014
5495,6415
5283,8568
5287,4639
5287,5289
5289,4639
5289,5287
5291,4083
5292,4546
5292,4847
5292,5560
5310,9408
5310,9410
5310,3615
5310,3607
5310,3609
5310,4733
5310,5673
5310,6255
5310,6256
5312,6055
5314,5593
5318,3649
5322,4967
5346,5076
5324,8611
5326,8246
5326,9787
5326,4629
5326,4969
5326,5613
5330,8642
5330,5711
5330,6492
5334,5467
5334,9097
5334,9098
5336,5046
5338,4926
5340,4930
5351,5748
5351,9632
5351,9636
5361,4643
5375,6446
5383,6461
5397,6135
5405,5121
5418,4462
5431,5677
5433,9299
5433,4650
5441,8207
5441,4067
5441,4246
5441,4555
5443,8584
5443,4557
5411,5173
5449,5210
5465,3972
5467,5334
5467,9096
5469,4318
5469,5119
5493,6412
5512,9273
5512,9357
5523,8283
5523,8608
5523,3564
5523,4682
5525,8364
5525,8366
5538,8574
5540,5629
5540,6377
5544,5827
5548,5074
5560,4546
5560,4847
5560,5292
5566,9100
5575,4053
5583,5667
5585,9382
5589,4771
5591,3951
5593,5314
5593,6435
5599,9378
5599,4626
5603,6293
5605,5204
5613,8648
5613,9787
5613,4629
5613,4969
5613,5326
5619,4656
5623,6325
5625,6471
5638,4637
5638,4671
5653,5655
5653,5998
5653,6207
5655,5653
5655,5998
5655,6207
5661,5131
5629,5540
5629,6377
5635,6177
5667,5583
5669,9267
5669,3737
5669,4869
5671,4673
5673,9410
5673,3615
5673,3607
5673,4733
5673,5310
5673,6255
5673,6256
5675,9320
5677,5431
5679,4771
5687,8639
5689,6086
5689,6465
5693,8644
5693,9786
5693,4179
5693,5807
5693,6304
5696,8196
5696,8252
5696,8286
5696,3574
5696,4530
5696,4589
5698,9789
5698,5925
5698,6469
5700,4365
5911,8234
5911,8304
5911,8386
5911,8715
5911,4400
5911,4878
5711,5330
5711,6492
5712,4510
5718,8570
5720,5961
5724,5820
5748,5351
5748,9632
5748,9636
5758,9366
5760,9407
5763,9300
5769,9292
5769,5905
5773,6280
5779,4387
5781,4387
5785,9304
5796,4458
5796,4971
5804,8402
5804,6108
5804,6333
5807,8644
5807,9786
5807,4179
5807,5693
5807,6304
5811,5024
5818,8572
5818,6133
5820,5724
5823,5825
5825,5823
5827,5544
5827,6152
5840,6166
5842,6392
5853,4756
5853,4843
5855,5125
5866,6011
5866,6013
5866,6400
5866,6404
5866,6406
5883,9412
5888,9363
5890,9384
5890,4075
5890,4624
5890,5143
6437,3890
5898,4954
5905,9292
5905,5769
5973,5169
5915,4500
5915,4878
5917,4886
5923,8217
5923,4859
5925,5698
5925,6469
5931,4777
5939,4716
5971,5998
5961,5720
5963,8566
5964,4289
5967,4447
5967,5165
5967,5220
5969,4266
5992,4641
5994,5230
5996,6203
5996,6205
5998,5653
5998,5655
5998,5971
5998,6207
6000,6210
6007,6009
6009,6007
6011,5866
6011,6400
6011,6402
6011,6406
6011,9766
6013,5866
6013,6223
6013,6400
6013,6404
6013,6406
6013,6408
6013,9766
6014,5495
6014,6415
6037,3645
6037,4999
6040,4194
6044,9409
6044,3607
6047,9359
6051,9330
6055,5312
6062,9404
6064,4396
6069,3652
6074,4963
6076,6086
6076,6465
6076,6467
6078,6086
6078,6463
6078,6465
6086,5689
6086,6076
6086,6078
6086,6463
6086,6465
6090,4314
6100,9574
6100,9575
6100,5212
6108,5804
6108,6333
6133,8572
6133,5818
6135,5397
6142,4900
6142,5046
6152,5827
6166,5840
6177,5635
6223,6013
6223,6400
6223,6402
6223,6404
6223,6408
6203,5996
6203,6205
6205,5996
6205,6203
6207,5653
6207,5655
6207,5998
6210,6000
6233,5135
6253,3645
6253,4999
6255,9408
6255,9410
6255,3615
6255,3607
6255,4733
6255,5310
6255,5673
